image_id direction image_path processed left_top_x left_top_y right_top_x right_top_y left_middle_x left_middle_y right_middle_x right_middle_y left_bottom_x left_bottom_y right_bottom_x right_bottom_y update_at
370 left images/left_resize/037020160422_l_300_400.jpg 1 124.00000 113.00000 128.00000 118.00000 97.00000 170.00000 103.00000 174.00000 72.00000 222.00000 78.00000 225.00000 2017-01-03 20:35:58
371 left images/left_resize/037220160330_l_300_400.jpg 1 111.00000 138.00000 116.00000 142.00000 88.00000 187.00000 93.00000 191.00000 66.00000 234.00000 71.00000 238.00000 2017-01-03 20:36:09
372 left images/left_resize/037320160406_l_300_400.jpg 1 124.00000 118.00000 130.00000 122.00000 100.00000 169.00000 105.00000 172.00000 79.00000 219.00000 82.00000 222.00000 2017-01-03 20:36:25
373 left images/left_resize/037620160427_l_300_400.jpg 1 105.00000 110.00000 110.00000 116.00000 77.00000 166.00000 84.00000 170.00000 53.00000 222.00000 57.00000 226.00000 2017-01-03 20:36:37
374 left images/left_resize/037820160413_l_300_400.jpg 1 119.00000 118.00000 124.00000 123.00000 92.00000 171.00000 96.00000 174.00000 68.00000 220.00000 72.00000 225.00000 2017-01-03 20:36:48
375 left images/left_resize/038020160928_l_300_400.jpg 1 112.00000 112.00000 117.00000 116.00000 84.00000 170.00000 88.00000 174.00000 56.00000 222.00000 64.00000 226.00000 2017-01-03 20:37:04
376 left images/left_resize/038220160205_l_300_400.jpg 1 120.00000 110.00000 127.00000 114.00000 97.00000 159.00000 101.00000 162.00000 72.00000 211.00000 76.00000 214.00000 2017-01-03 20:37:17
377 left images/left_resize/038520160706_l_300_400.jpg 9 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 NULL
378 left images/left_resize/038520160713_l_300_400.jpg 9 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 NULL
379 left images/left_resize/038520160817_l_300_400.jpg 1 116.00000 113.00000 121.00000 116.00000 92.00000 164.00000 96.00000 167.00000 66.00000 217.00000 70.00000 219.00000 2017-01-03 20:38:06
380 left images/left_resize/038920160824_l_300_400.jpg 1 111.00000 106.00000 115.00000 110.00000 86.00000 166.00000 92.00000 170.00000 63.00000 218.00000 68.00000 223.00000 2017-01-03 20:38:18
381 left images/left_resize/039220161116_l_300_400.jpg 1 117.00000 105.00000 122.00000 108.00000 88.00000 165.00000 93.00000 169.00000 65.00000 214.00000 69.00000 217.00000 2017-01-03 20:38:31
382 left images/left_resize/039320160805_l_300_400.jpg 1 144.00000 113.00000 148.00000 115.00000 113.00000 164.00000 118.00000 168.00000 88.00000 210.00000 92.00000 214.00000 2017-01-03 20:38:41
383 left images/left_resize/039520160413_l_300_400.jpg 1 127.00000 117.00000 132.00000 121.00000 105.00000 170.00000 110.00000 173.00000 83.00000 217.00000 88.00000 219.00000 2017-01-03 20:38:52
384 left images/left_resize/039520160427_l_300_400.jpg 1 128.00000 122.00000 134.00000 125.00000 101.00000 177.00000 108.00000 183.00000 77.00000 229.00000 81.00000 232.00000 2017-01-03 20:39:03
385 left images/left_resize/039520161026_l_300_400.jpg 1 124.00000 105.00000 130.00000 107.00000 96.00000 162.00000 103.00000 168.00000 71.00000 217.00000 76.00000 220.00000 2017-01-03 20:39:15
386 left images/left_resize/039820160309_l_300_400.jpg 1 96.00000 107.00000 101.00000 112.00000 72.00000 160.00000 78.00000 164.00000 47.00000 217.00000 53.00000 220.00000 2017-01-03 20:39:26
387 left images/left_resize/039920160309_l_300_400.jpg 1 122.00000 115.00000 127.00000 119.00000 97.00000 170.00000 103.00000 174.00000 73.00000 217.00000 77.00000 221.00000 2017-01-03 20:39:38
388 left images/left_resize/040120160608_l_300_400.jpg 1 104.00000 107.00000 108.00000 110.00000 77.00000 164.00000 81.00000 166.00000 55.00000 216.00000 57.00000 220.00000 2017-01-03 20:39:54
389 left images/left_resize/040120161130_l_300_400.jpg 1 124.00000 112.00000 130.00000 114.00000 96.00000 170.00000 103.00000 174.00000 72.00000 223.00000 77.00000 226.00000 2017-01-03 20:40:12
390 left images/left_resize/040220160226_l_300_400.jpg 9 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 NULL
391 left images/left_resize/040320160224_l_300_400.jpg 1 104.00000 126.00000 110.00000 129.00000 88.00000 166.00000 94.00000 170.00000 62.00000 218.00000 68.00000 222.00000 2017-01-03 20:40:35
392 left images/left_resize/040420160224_l_300_400.jpg 1 105.00000 125.00000 109.00000 128.00000 86.00000 168.00000 90.00000 173.00000 60.00000 222.00000 64.00000 225.00000 2017-01-03 20:40:49
393 left images/left_resize/040420160518_l_300_400.jpg 9 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 NULL
394 left images/left_resize/040420160916_l_300_400.jpg 1 122.00000 91.00000 127.00000 95.00000 92.00000 150.00000 99.00000 155.00000 64.00000 208.00000 69.00000 213.00000 2017-01-03 20:41:10
395 left images/left_resize/040720160316_l_300_400.jpg 1 108.00000 104.00000 113.00000 107.00000 81.00000 161.00000 88.00000 166.00000 57.00000 214.00000 62.00000 219.00000 2017-01-03 20:41:22
396 left images/left_resize/040820160427_l_300_400.jpg 1 124.00000 113.00000 131.00000 116.00000 95.00000 170.00000 100.00000 174.00000 69.00000 226.00000 76.00000 230.00000 2017-01-03 20:41:34
397 left images/left_resize/040820161012_l_300_400.jpg 1 104.00000 110.00000 110.00000 114.00000 80.00000 163.00000 84.00000 168.00000 55.00000 221.00000 60.00000 225.00000 2017-01-03 20:41:47
398 left images/left_resize/041220160923_l_300_400.jpg 1 131.00000 102.00000 137.00000 106.00000 104.00000 159.00000 109.00000 162.00000 78.00000 210.00000 83.00000 214.00000 2017-01-03 20:41:59
399 left images/left_resize/041420160323_l_300_400.jpg 1 130.00000 109.00000 137.00000 114.00000 97.00000 171.00000 102.00000 174.00000 73.00000 217.00000 77.00000 222.00000 2017-01-03 20:42:10
400 left images/left_resize/041420160601_l_300_400.jpg 1 118.00000 111.00000 123.00000 116.00000 91.00000 169.00000 96.00000 171.00000 64.00000 221.00000 69.00000 226.00000 2017-01-03 20:42:21
401 left images/left_resize/041520160316_l_300_400.jpg 1 111.00000 102.00000 116.00000 105.00000 84.00000 161.00000 88.00000 165.00000 60.00000 212.00000 64.00000 214.00000 2017-01-03 20:55:57
402 left images/left_resize/041720160408_l_300_400.jpg 1 124.00000 113.00000 128.00000 115.00000 99.00000 164.00000 104.00000 168.00000 73.00000 215.00000 78.00000 220.00000 2017-01-03 21:16:06
403 left images/left_resize/042020160511_l_300_400.jpg 1 118.00000 110.00000 123.00000 114.00000 88.00000 172.00000 93.00000 176.00000 64.00000 224.00000 68.00000 226.00000 2017-01-03 21:16:17
404 left images/left_resize/042120160219_l_300_400.jpg 1 116.00000 143.00000 120.00000 147.00000 99.00000 184.00000 103.00000 187.00000 77.00000 229.00000 81.00000 232.00000 2017-01-03 21:16:27
405 left images/left_resize/042220160127_l_300_400.jpg 1 123.00000 110.00000 127.00000 114.00000 95.00000 169.00000 98.00000 173.00000 68.00000 225.00000 74.00000 230.00000 2017-01-03 21:16:38
406 left images/left_resize/042420160219_l_300_400.jpg 1 123.00000 119.00000 126.00000 122.00000 99.00000 166.00000 103.00000 170.00000 75.00000 217.00000 79.00000 220.00000 2017-01-03 21:16:48
407 left images/left_resize/042520160420_l_300_400.jpg 1 120.00000 111.00000 124.00000 115.00000 92.00000 168.00000 96.00000 172.00000 66.00000 223.00000 70.00000 226.00000 2017-01-03 21:16:58
408 left images/left_resize/042720160727_l_300_400.jpg 1 144.00000 138.00000 148.00000 142.00000 118.00000 186.00000 122.00000 189.00000 94.00000 236.00000 99.00000 238.00000 2017-01-03 21:17:09
409 left images/left_resize/042820160506_l_300_400.jpg 1 100.00000 116.00000 104.00000 120.00000 73.00000 170.00000 80.00000 178.00000 52.00000 222.00000 57.00000 226.00000 2017-01-03 21:17:20
410 left images/left_resize/043020160420_l_300_400.jpg 1 124.00000 112.00000 129.00000 115.00000 96.00000 170.00000 101.00000 174.00000 69.00000 226.00000 76.00000 231.00000 2017-01-03 21:17:30
411 left images/left_resize/043320160224_l_300_400.jpg 1 128.00000 110.00000 132.00000 114.00000 96.00000 166.00000 99.00000 170.00000 66.00000 219.00000 72.00000 223.00000 2017-01-03 21:17:41
412 left images/left_resize/043520160224_l_300_400.jpg 1 105.00000 111.00000 111.00000 116.00000 77.00000 170.00000 85.00000 174.00000 54.00000 221.00000 61.00000 226.00000 2017-01-03 21:17:55
413 left images/left_resize/043520160309_l_300_400.jpg 1 95.00000 128.00000 102.00000 133.00000 77.00000 174.00000 83.00000 178.00000 52.00000 227.00000 56.00000 230.00000 2017-01-03 21:18:06
414 left images/left_resize/043820160224_l_300_400.jpg 1 103.00000 115.00000 108.00000 119.00000 79.00000 171.00000 83.00000 175.00000 53.00000 228.00000 58.00000 233.00000 2017-01-03 21:18:16
415 left images/left_resize/043920160720_l_300_400.jpg 1 129.00000 133.00000 134.00000 137.00000 105.00000 187.00000 109.00000 194.00000 84.00000 236.00000 90.00000 240.00000 2017-01-03 21:18:29
416 left images/left_resize/044020160601_l_300_400.jpg 1 120.00000 113.00000 124.00000 116.00000 94.00000 169.00000 98.00000 172.00000 68.00000 222.00000 73.00000 225.00000 2017-01-03 21:18:42
417 left images/left_resize/044120161026_l_300_400.jpg 1 104.00000 128.00000 109.00000 132.00000 80.00000 179.00000 88.00000 183.00000 57.00000 232.00000 61.00000 236.00000 2017-01-03 21:18:54
418 left images/left_resize/044220160422_l_300_400.jpg 1 129.00000 113.00000 132.00000 118.00000 104.00000 167.00000 107.00000 170.00000 76.00000 214.00000 82.00000 218.00000 2017-01-03 21:19:06
419 left images/left_resize/044920160120_l_300_400.jpg 1 104.00000 110.00000 110.00000 113.00000 77.00000 170.00000 84.00000 174.00000 53.00000 225.00000 57.00000 227.00000 2017-01-03 21:19:16
420 left images/left_resize/045020160629_l_300_400.jpg 1 115.00000 114.00000 120.00000 118.00000 87.00000 174.00000 93.00000 180.00000 63.00000 230.00000 68.00000 234.00000 2017-01-03 21:19:28
421 left images/left_resize/045420160902_l_300_400.jpg 1 138.00000 108.00000 144.00000 112.00000 109.00000 166.00000 115.00000 170.00000 84.00000 215.00000 90.00000 220.00000 2017-01-03 21:19:40
422 left images/left_resize/045520160615_l_300_400.jpg 1 120.00000 118.00000 124.00000 122.00000 95.00000 170.00000 99.00000 173.00000 68.00000 220.00000 72.00000 223.00000 2017-01-03 21:19:51
423 left images/left_resize/045620160408_l_300_400.jpg 1 129.00000 107.00000 133.00000 114.00000 103.00000 161.00000 108.00000 164.00000 76.00000 210.00000 81.00000 214.00000 2017-01-03 21:20:03
424 left images/left_resize/045820160108_l_300_400.jpg 1 112.00000 117.00000 118.00000 121.00000 88.00000 170.00000 94.00000 173.00000 64.00000 222.00000 70.00000 226.00000 2017-01-03 21:20:13
425 left images/left_resize/046020160217_l_300_400.jpg 1 125.00000 110.00000 131.00000 115.00000 99.00000 164.00000 105.00000 168.00000 74.00000 220.00000 79.00000 224.00000 2017-01-03 21:20:23
426 left images/left_resize/046020160406_l_300_400.jpg 1 118.00000 120.00000 123.00000 124.00000 95.00000 167.00000 101.00000 173.00000 72.00000 215.00000 76.00000 221.00000 2017-01-03 21:31:32
427 left images/left_resize/046220160608_l_300_400.jpg 1 128.00000 119.00000 132.00000 124.00000 100.00000 175.00000 106.00000 179.00000 78.00000 220.00000 81.00000 222.00000 2017-01-03 21:31:47
428 left images/left_resize/046520160902_l_300_400.jpg 1 155.00000 127.00000 159.00000 130.00000 129.00000 179.00000 134.00000 184.00000 108.00000 218.00000 112.00000 223.00000 2017-01-03 21:32:46
429 left images/left_resize/046620160810_l_300_400.jpg 1 109.00000 128.00000 115.00000 132.00000 89.00000 170.00000 97.00000 174.00000 65.00000 224.00000 70.00000 228.00000 2017-01-03 21:32:55
430 left images/left_resize/047020160413_l_300_400.jpg 1 111.00000 118.00000 115.00000 122.00000 87.00000 170.00000 90.00000 174.00000 62.00000 221.00000 66.00000 224.00000 2017-01-03 21:33:04
431 left images/left_resize/047120160406_l_300_400.jpg 1 118.00000 94.00000 123.00000 98.00000 92.00000 152.00000 97.00000 155.00000 64.00000 208.00000 70.00000 210.00000 2017-01-03 21:33:54
432 left images/left_resize/047220160311_l_300_400.jpg 1 144.00000 112.00000 148.00000 116.00000 116.00000 168.00000 122.00000 173.00000 92.00000 218.00000 97.00000 222.00000 2017-01-03 21:34:02
433 left images/left_resize/047220161118_l_300_400.jpg 1 133.00000 117.00000 139.00000 120.00000 108.00000 166.00000 112.00000 170.00000 84.00000 216.00000 89.00000 220.00000 2017-01-03 21:34:11
434 left images/left_resize/047320160601_l_300_400.jpg 9 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 NULL
435 left images/left_resize/047520160316_l_300_400.jpg 1 129.00000 140.00000 136.00000 144.00000 104.00000 191.00000 112.00000 195.00000 83.00000 238.00000 87.00000 242.00000 2017-01-03 21:34:30
436 left images/left_resize/047520160413_l_300_400.jpg 1 116.00000 110.00000 120.00000 114.00000 90.00000 164.00000 94.00000 170.00000 64.00000 215.00000 70.00000 222.00000 2017-01-03 21:34:39
437 left images/left_resize/047720160323_l_300_400.jpg 1 103.00000 118.00000 108.00000 122.00000 76.00000 170.00000 80.00000 174.00000 52.00000 220.00000 56.00000 226.00000 2017-01-03 21:34:49
438 left images/left_resize/047820160812_l_300_400.jpg 1 132.00000 101.00000 136.00000 104.00000 104.00000 159.00000 108.00000 164.00000 81.00000 206.00000 86.00000 211.00000 2017-01-03 21:34:59
439 left images/left_resize/047920160727_l_300_400.jpg 1 124.00000 106.00000 129.00000 112.00000 95.00000 167.00000 98.00000 174.00000 70.00000 222.00000 75.00000 226.00000 2017-01-03 21:35:10
440 left images/left_resize/047920160831_l_300_400.jpg 1 102.00000 112.00000 106.00000 115.00000 77.00000 163.00000 82.00000 168.00000 53.00000 217.00000 57.00000 220.00000 2017-01-03 21:35:18
441 left images/left_resize/048120160720_l_300_400.jpg 1 112.00000 120.00000 117.00000 123.00000 86.00000 175.00000 92.00000 180.00000 60.00000 229.00000 64.00000 233.00000 2017-01-03 21:35:28
442 left images/left_resize/048520160720_l_300_400.jpg 1 115.00000 105.00000 119.00000 109.00000 85.00000 163.00000 89.00000 167.00000 62.00000 212.00000 67.00000 216.00000 2017-01-03 21:35:36
443 left images/left_resize/048720160406_l_300_400.jpg 1 110.00000 118.00000 115.00000 122.00000 87.00000 168.00000 92.00000 174.00000 66.00000 215.00000 70.00000 219.00000 2017-01-03 21:35:45
444 left images/left_resize/048820160413_l_300_400.jpg 1 125.00000 104.00000 129.00000 107.00000 98.00000 158.00000 102.00000 164.00000 75.00000 209.00000 80.00000 214.00000 2017-01-03 21:35:55
445 left images/left_resize/049120160810_l_300_400.jpg 1 145.00000 136.00000 152.00000 142.00000 120.00000 184.00000 126.00000 190.00000 96.00000 228.00000 100.00000 233.00000 2017-01-03 21:36:05
446 left images/left_resize/049220160413_l_300_400.jpg 1 115.00000 112.00000 121.00000 116.00000 89.00000 167.00000 94.00000 171.00000 64.00000 222.00000 68.00000 226.00000 2017-01-03 21:36:14
447 left images/left_resize/049220161125_l_300_400.jpg 9 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 NULL
448 left images/left_resize/049320160413_l_300_400.jpg 1 118.00000 115.00000 124.00000 119.00000 94.00000 167.00000 99.00000 174.00000 70.00000 222.00000 74.00000 226.00000 2017-01-03 21:36:35
449 left images/left_resize/049320161209_l_300_400.jpg 1 121.00000 86.00000 125.00000 90.00000 87.00000 153.00000 92.00000 156.00000 63.00000 203.00000 68.00000 207.00000 2017-01-03 21:36:45
450 left images/left_resize/049520160224_l_300_400.jpg 1 129.00000 113.00000 133.00000 117.00000 104.00000 166.00000 108.00000 170.00000 76.00000 218.00000 81.00000 222.00000 2017-01-03 21:36:53
451 left images/left_resize/049520160909_l_300_400.jpg 1 156.00000 126.00000 160.00000 130.00000 131.00000 178.00000 134.00000 182.00000 108.00000 221.00000 113.00000 225.00000 2017-01-03 21:37:05
452 left images/left_resize/049720160420_l_300_400.jpg 1 119.00000 112.00000 123.00000 116.00000 89.00000 168.00000 93.00000 171.00000 68.00000 215.00000 72.00000 219.00000 2017-01-03 21:37:15
453 left images/left_resize/050220160323_l_300_400.jpg 1 122.00000 108.00000 127.00000 112.00000 93.00000 170.00000 99.00000 175.00000 68.00000 221.00000 74.00000 227.00000 2017-01-03 21:37:23
454 left images/left_resize/050620160629_l_300_400.jpg 1 116.00000 118.00000 120.00000 124.00000 90.00000 169.00000 95.00000 173.00000 63.00000 223.00000 68.00000 228.00000 2017-01-03 21:37:34
455 left images/left_resize/050620160715_l_300_400.jpg 1 140.00000 134.00000 143.00000 137.00000 121.00000 168.00000 128.00000 173.00000 101.00000 217.00000 105.00000 221.00000 2017-01-03 21:37:43
456 left images/left_resize/051120160715_l_300_400.jpg 1 116.00000 102.00000 119.00000 106.00000 90.00000 161.00000 92.00000 162.00000 68.00000 206.00000 73.00000 210.00000 2017-01-03 21:37:53
457 left images/left_resize/051220160902_l_300_400.jpg 1 145.00000 143.00000 149.00000 148.00000 125.00000 186.00000 130.00000 190.00000 104.00000 230.00000 108.00000 234.00000 2017-01-03 21:38:02
458 left images/left_resize/052020160518_l_300_400.jpg 1 112.00000 107.00000 119.00000 112.00000 90.00000 153.00000 96.00000 159.00000 64.00000 209.00000 68.00000 213.00000 2017-01-03 21:38:11
459 left images/left_resize/052220160224_l_300_400.jpg 1 116.00000 117.00000 121.00000 123.00000 90.00000 172.00000 95.00000 175.00000 68.00000 218.00000 72.00000 220.00000 2017-01-03 21:38:20
460 left images/left_resize/052220160624_l_300_400.jpg 1 158.00000 134.00000 163.00000 138.00000 138.00000 178.00000 143.00000 182.00000 120.00000 217.00000 125.00000 222.00000 2017-01-03 21:38:29
461 left images/left_resize/052220160930_l_300_400.jpg 1 128.00000 113.00000 134.00000 119.00000 100.00000 165.00000 107.00000 170.00000 76.00000 217.00000 81.00000 221.00000 2017-01-03 21:38:38
462 left images/left_resize/053020160219_l_300_400.jpg 1 151.00000 150.00000 155.00000 154.00000 120.00000 195.00000 124.00000 199.00000 96.00000 235.00000 99.00000 238.00000 2017-01-03 21:38:57
463 left images/left_resize/053020160422_l_300_400.jpg 1 121.00000 115.00000 126.00000 120.00000 102.00000 159.00000 106.00000 162.00000 75.00000 211.00000 81.00000 215.00000 2017-01-03 21:39:07
464 left images/left_resize/053120160224_l_300_400.jpg 1 106.00000 90.00000 112.00000 96.00000 80.00000 150.00000 87.00000 154.00000 56.00000 206.00000 62.00000 210.00000 2017-01-03 21:39:17
465 left images/left_resize/053120160406_l_300_400.jpg 1 115.00000 116.00000 120.00000 120.00000 88.00000 167.00000 93.00000 174.00000 63.00000 226.00000 68.00000 229.00000 2017-01-03 21:39:26
466 left images/left_resize/053420161118_l_300_400.jpg 1 111.00000 94.00000 114.00000 98.00000 84.00000 148.00000 88.00000 152.00000 57.00000 202.00000 64.00000 208.00000 2017-01-03 21:39:37
467 left images/left_resize/053620160115_l_300_400.jpg 1 132.00000 110.00000 138.00000 116.00000 106.00000 164.00000 110.00000 169.00000 81.00000 214.00000 85.00000 218.00000 2017-01-03 21:39:48
468 left images/left_resize/053820160212_l_300_400.jpg 1 129.00000 115.00000 133.00000 120.00000 96.00000 170.00000 100.00000 174.00000 66.00000 220.00000 69.00000 222.00000 2017-01-03 21:39:56
469 left images/left_resize/053920160309_l_300_400.jpg 1 112.00000 138.00000 117.00000 142.00000 91.00000 186.00000 96.00000 190.00000 69.00000 233.00000 75.00000 239.00000 2017-01-03 21:40:08
470 left images/left_resize/054120160330_l_300_400.jpg 1 110.00000 113.00000 116.00000 118.00000 83.00000 172.00000 88.00000 179.00000 59.00000 223.00000 64.00000 228.00000 2017-01-03 21:40:17
471 left images/left_resize/054720160316_l_300_400.jpg 1 116.00000 138.00000 121.00000 141.00000 94.00000 186.00000 99.00000 191.00000 73.00000 232.00000 77.00000 237.00000 2017-01-03 21:40:26
472 left images/left_resize/055020160413_l_300_400.jpg 9 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 NULL
473 left images/left_resize/055320160330_l_300_400.jpg 1 119.00000 118.00000 122.00000 122.00000 89.00000 172.00000 95.00000 176.00000 63.00000 226.00000 70.00000 232.00000 2017-01-03 21:40:48
474 left images/left_resize/055620160624_l_300_400.jpg 1 121.00000 114.00000 125.00000 118.00000 99.00000 162.00000 104.00000 167.00000 75.00000 213.00000 79.00000 218.00000 2017-01-03 21:40:59
475 left images/left_resize/055820160408_l_300_400.jpg 1 124.00000 112.00000 131.00000 117.00000 98.00000 166.00000 103.00000 170.00000 75.00000 211.00000 80.00000 218.00000 2017-01-03 21:41:07
476 left images/left_resize/055920160520_l_300_400.jpg 1 128.00000 113.00000 132.00000 116.00000 103.00000 161.00000 108.00000 166.00000 73.00000 216.00000 80.00000 221.00000 2017-01-03 21:41:16
477 left images/left_resize/056420161021_l_300_400.jpg 1 115.00000 120.00000 118.00000 125.00000 94.00000 168.00000 98.00000 172.00000 72.00000 214.00000 76.00000 220.00000 2017-01-03 21:41:26
478 left images/left_resize/056520160415_l_300_400.jpg 1 122.00000 113.00000 128.00000 118.00000 100.00000 165.00000 104.00000 170.00000 75.00000 211.00000 80.00000 215.00000 2017-01-03 21:41:45
479 left images/left_resize/056520160622_l_300_400.jpg 1 105.00000 126.00000 110.00000 131.00000 88.00000 169.00000 93.00000 174.00000 65.00000 220.00000 70.00000 225.00000 2017-01-03 21:41:54
480 left images/left_resize/057020160427_l_300_400.jpg 1 125.00000 116.00000 129.00000 121.00000 100.00000 168.00000 105.00000 173.00000 75.00000 222.00000 79.00000 226.00000 2017-01-03 21:42:03
481 left images/left_resize/057320160720_l_300_400.jpg 1 112.00000 110.00000 116.00000 114.00000 85.00000 167.00000 90.00000 173.00000 57.00000 222.00000 63.00000 227.00000 2017-01-03 21:42:12
482 left images/left_resize/057420160622_l_300_400.jpg 1 120.00000 110.00000 128.00000 116.00000 96.00000 169.00000 100.00000 175.00000 69.00000 224.00000 76.00000 230.00000 2017-01-03 21:42:24
483 left images/left_resize/057520160729_l_300_400.jpg 1 127.00000 92.00000 131.00000 98.00000 96.00000 151.00000 100.00000 156.00000 68.00000 204.00000 73.00000 210.00000 2017-01-03 21:42:33
484 left images/left_resize/057920160622_l_300_400.jpg 1 112.00000 118.00000 119.00000 122.00000 89.00000 171.00000 93.00000 176.00000 63.00000 227.00000 68.00000 233.00000 2017-01-03 21:42:43
485 left images/left_resize/058020160608_l_300_400.jpg 1 116.00000 110.00000 121.00000 115.00000 88.00000 171.00000 92.00000 177.00000 61.00000 223.00000 67.00000 229.00000 2017-01-03 21:42:58
486 left images/left_resize/059320160527_l_300_400.jpg 1 124.00000 114.00000 129.00000 119.00000 100.00000 168.00000 105.00000 172.00000 77.00000 220.00000 83.00000 226.00000 2017-01-03 21:43:07
487 left images/left_resize/059720160318_l_300_400.jpg 1 138.00000 119.00000 143.00000 124.00000 112.00000 172.00000 116.00000 178.00000 86.00000 222.00000 92.00000 226.00000 2017-01-03 21:43:16
488 left images/left_resize/059720160923_l_300_400.jpg 9 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 NULL
489 left images/left_resize/059820160330_l_300_400.jpg 1 114.00000 110.00000 118.00000 114.00000 87.00000 167.00000 91.00000 171.00000 60.00000 220.00000 65.00000 225.00000 2017-01-03 21:45:10
490 left images/left_resize/060220160422_l_300_400.jpg 1 117.00000 134.00000 123.00000 140.00000 94.00000 184.00000 100.00000 189.00000 73.00000 233.00000 78.00000 237.00000 2017-01-03 21:45:19
491 left images/left_resize/061420160622_l_300_400.jpg 1 121.00000 110.00000 128.00000 115.00000 95.00000 167.00000 100.00000 172.00000 68.00000 219.00000 76.00000 223.00000 2017-01-03 21:45:29
492 left images/left_resize/061720160615_l_300_400.jpg 1 123.00000 109.00000 128.00000 115.00000 95.00000 167.00000 100.00000 171.00000 71.00000 219.00000 75.00000 223.00000 2017-01-03 21:45:37
493 left images/left_resize/061820160323_l_300_400.jpg 1 124.00000 115.00000 128.00000 120.00000 100.00000 166.00000 106.00000 171.00000 72.00000 218.00000 77.00000 222.00000 2017-01-03 21:45:45
494 left images/left_resize/062220160422_l_300_400.jpg 1 108.00000 109.00000 114.00000 114.00000 86.00000 163.00000 90.00000 167.00000 63.00000 217.00000 69.00000 221.00000 2017-01-03 21:45:54
495 left images/left_resize/062420160923_l_300_400.jpg 1 120.00000 115.00000 124.00000 121.00000 99.00000 162.00000 105.00000 167.00000 74.00000 214.00000 77.00000 218.00000 2017-01-03 21:46:02
496 left images/left_resize/064820160224_l_300_400.jpg 1 121.00000 110.00000 126.00000 115.00000 95.00000 168.00000 99.00000 171.00000 69.00000 219.00000 74.00000 225.00000 2017-01-03 21:46:09
497 left images/left_resize/066420160729_l_300_400.jpg 1 120.00000 95.00000 126.00000 100.00000 95.00000 152.00000 100.00000 157.00000 68.00000 209.00000 72.00000 215.00000 2017-01-03 21:46:18
498 left images/left_resize/066620160422_l_300_400.jpg 1 144.00000 113.00000 148.00000 118.00000 116.00000 166.00000 118.00000 172.00000 88.00000 217.00000 92.00000 222.00000 2017-01-03 21:46:29
499 left images/left_resize/068720160603_l_300_400.jpg 1 132.00000 114.00000 137.00000 119.00000 104.00000 166.00000 108.00000 172.00000 79.00000 218.00000 81.00000 221.00000 2017-01-03 21:46:37
500 left images/left_resize/073720160603_l_300_400.jpg 1 136.00000 112.00000 140.00000 118.00000 111.00000 162.00000 115.00000 168.00000 84.00000 211.00000 88.00000 214.00000 2017-01-03 21:46:46
501 left images/left_resize/074120160617_l_300_400.jpg 1 110.00000 111.00000 115.00000 116.00000 87.00000 166.00000 90.00000 171.00000 62.00000 221.00000 65.00000 223.00000 2017-01-03 21:46:56
502 left images/left_resize/075620160603_l_300_400.jpg 1 115.00000 110.00000 119.00000 114.00000 88.00000 163.00000 93.00000 167.00000 63.00000 214.00000 68.00000 218.00000 2017-01-03 21:47:05
503 left images/left_resize/081520160415_l_300_400.jpg 1 121.00000 121.00000 125.00000 123.00000 94.00000 176.00000 100.00000 180.00000 72.00000 222.00000 76.00000 226.00000 2017-01-03 21:47:15
504 left images/left_resize/082520160415_l_300_400.jpg 1 109.00000 129.00000 114.00000 134.00000 88.00000 169.00000 92.00000 173.00000 65.00000 214.00000 71.00000 218.00000 2017-01-03 21:47:24
505 left images/left_resize/086620160226_l_300_400.jpg 1 137.00000 147.00000 144.00000 151.00000 122.00000 186.00000 124.00000 190.00000 100.00000 230.00000 103.00000 234.00000 2017-01-03 21:47:34
506 left images/left_resize/089620160624_l_300_400.jpg 1 139.00000 136.00000 144.00000 141.00000 116.00000 184.00000 120.00000 187.00000 93.00000 228.00000 99.00000 232.00000 2017-01-03 21:47:45
507 left images/left_resize/250220160518_l_300_400.jpg 1 113.00000 105.00000 117.00000 107.00000 88.00000 161.00000 92.00000 165.00000 66.00000 211.00000 69.00000 216.00000 2017-01-03 21:47:56
508 left images/left_resize/250220160706_l_300_400.jpg 1 116.00000 94.00000 120.00000 98.00000 89.00000 151.00000 94.00000 157.00000 62.00000 206.00000 68.00000 212.00000 2017-01-03 21:48:05
